ip,id,key,port,bootnode
192.168.1.130,16Uiu2HAmE13m9CZWKhdb7kaTJTCKPYSs8fYryfzgWQmov4xq2Vgm,0xD44019A8BB5Deebbb22AeBa19C237729077f7Cd2,1478,True
192.168.1.131,16Uiu2HAmDfgVfCZ7p6k4HWykhyrzdyHZFVd9gnRB9fJGHPSbEuJV,0x4fBA4abdf42054577Aa82Aac610D38bd14592D63,1478,True
192.168.1.132,16Uiu2HAmQLAMynq3WL6tGEArjUDjMwczcvPV1oT62ayTbVJeuo8a,0x47ab5B5f7875b54d97Cfa2F2A66907992b5d89c4,1478,False
192.168.1.133,16Uiu2HAkujjPsZww2RhZEWC1SpdYXkY3Y7jH7kWVXM2hEXCbhEmm,0xf27Db6b0cc8Bdc974cEc973b3A329a9797CC61A1,1478,False
